date,title,description,sentiment,confidence
2025-09-11,Chinese firms may face limits on stablecoin activity in Hong Kong: Report,Chinese regulators are reportedly preparing to restrict mainland state-owned enterprises and banks from pursuing stablecoin and crypto initiatives in Hong Kong.,negative,0.5724594593048096
2025-09-11,Alibaba Leads Chinese Tech Funding Spree With $3.2 Billion Deal,"The Chinese e-commerce company’s zero coupon notes due 2032 will convert into its American depositary receipts, according to terms of the deal seen by...",neutral,0.8169247508049011
2025-09-11,Dividend Stocks To Watch Now – September 9th,"ProShares UltraPro Short QQQ, Exxon Mobil, Direxion Daily TSLA Bull 2X Shares, JD.com, and AT&T are the five Dividend stocks to watch today, according to MarketBeat’s stock screener tool. Dividend stocks are shares of companies that distribute a portion of th…",neutral,0.9517616033554077
2025-09-11,"JD.com, Inc. $JD Shares Acquired by Royal Bank of Canada","Royal Bank of Canada grew its stake in shares of JD.com, Inc. (NASDAQ:JD – Free Report) by 4.5% in the 1st quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 346,344 shares of the inf…",positive,0.9138848781585693
2025-09-11,JD.com (NASDAQ:JD) Upgraded at Zacks Research,"Zacks Research upgraded shares of JD.com (NASDAQ:JD – Free Report) from a strong sell rating to a hold rating in a research note published on Monday morning,Zacks.com reports. A number of other research firms also recently issued reports on JD. Mizuho reduced…",positive,0.9469336867332458
2025-09-11,Alibaba Leads Chinese Tech Funding Spree With $3.2 Billion Deal,"Alibaba Group Holding Ltd. is leading a fundraising spree among Chinese tech giants, driven by soaring capital demands amid intensifying competition in artificial intelligence.",positive,0.9216506481170654
2025-09-11,Chinese firms may face limits on stablecoin activity in Hong Kong: Report,Chinese regulators are reportedly preparing to restrict mainland state-owned enterprises and banks from pursuing stablecoin and crypto initiatives in Hong Kong.,negative,0.5724594593048096
2025-09-11,Alibaba Leads Chinese Tech Funding Spree With $3.2 Billion Deal,"The Chinese e-commerce company’s zero coupon notes due 2032 will convert into its American depositary receipts, according to terms of the deal seen by...",neutral,0.8169247508049011
2025-09-11,Dividend Stocks To Watch Now – September 9th,"ProShares UltraPro Short QQQ, Exxon Mobil, Direxion Daily TSLA Bull 2X Shares, JD.com, and AT&T are the five Dividend stocks to watch today, according to MarketBeat’s stock screener tool. Dividend stocks are shares of companies that distribute a portion of th…",neutral,0.9517616033554077
2025-09-11,"JD.com, Inc. $JD Shares Acquired by Royal Bank of Canada","Royal Bank of Canada grew its stake in shares of JD.com, Inc. (NASDAQ:JD – Free Report) by 4.5% in the 1st quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 346,344 shares of the inf…",positive,0.9138848781585693
